Part number;Size;Colour;Barcode;File name;Short description;Long description;RRP;VAT;Trade;Box Qty;Brand;Search 1;Search 2;Cat A;Cat B;Cat C;Year;Item group;Retail group;Product group;Net price 440056;Net price 450141;Net price 411578
"2110017243";XS;Carbon;"4712878655973";;TCR Advanced 2 Disc-Pro Compact XS Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=2110017;2299;20,00;1915.83;1;Giant;TCR Advanced 2 Disc-Pro Compact;;Bike;Road Drop Bar;Men's;2021;2110017;;;1302,76;1302,76;1302,76
"2110021146";ML;Blue Ashes;"4712878647985";;TCR Advanced 3 Disc ML Blue Ashes;http://www.giant-bicycles.com/go/?c=UK&axid=2110021;2099;20,00;1749.17;1;Giant;TCR Advanced 3 Disc;;Bike;Road Drop Bar;Men's;2021;2110021;;;1189,44;1189,44;1189,44
"2110025115";M;Grayish Blue;"4712878591943";;Avail 2 M Grayish Blue;http://www.giant-bicycles.com/go/?c=UK&axid=2110025;749;20,00;624.17;1;Liv;Avail 2;;Bike;Road Drop Bar;Women's;2021;2110025;;;424,44;424,44;424,44
"2110035115";M;Metallic Navy;"4712878607880";;Contend AR 1 M Metallic Navy;http://www.giant-bicycles.com/go/?c=UK&axid=2110035;1799;20,00;1499.17;1;Giant;Contend AR 1;;Bike;Road Drop Bar;Men's;2021;2110035;;;1124,38;899,50;899,50
"2110112114";S;Charcoal;"4712878611481";;Escape 1 Disc S Charcoal;http://www.giant-bicycles.com/go/?c=UK&axid=2110112;799;20,00;665.83;1;Giant;Escape 1 Disc;;Bike;Comfort Cross/Sport;Men's;2021;2110112;;;499,37;399,50;399,50
"2110112118";XL;Charcoal;"4712878611511";;Escape 1 Disc XL Charcoal;http://www.giant-bicycles.com/go/?c=UK&axid=2110112;799;20,00;665.83;1;Giant;Escape 1 Disc;;Bike;Comfort Cross/Sport;Men's;2021;2110112;;;499,37;399,50;399,50
"2110115217";L;Garnet;"4712878611146";;Escape 2 Disc L Garnet;http://www.giant-bicycles.com/go/?c=UK&axid=2110115;699;20,00;582.5;1;Giant;Escape 2 Disc;;Bike;Comfort Cross/Sport;Men's;2021;2110115;;21escape2discgar;436,88;349,50;349,50
"2110137117";L;Carbon;"4712878683839";;FastRoad Advanced 1 L Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=2110137;1849;20,00;1540.83;1;Giant;FastRoad Advanced 1;;Bike;Road Flat Bar;Men's;2021;2110137;;;1155,62;924,50;924,50
"2110141117";L;Eclipse;"4712878614093";;FastRoad SL 2 L Eclipse;http://www.giant-bicycles.com/go/?c=UK&axid=2110141;899;20,00;749.17;1;Giant;FastRoad SL 2;;Bike;Road Flat Bar;Men's;2021;2110141;;;561,88;449,50;449,50
"2111016214";S;Black / Charcoal;"4712878688193";;Fathom 29 1 S Black/Charcoal;http://www.giant-bicycles.com/go/?c=UK&axid=2111016;1649;20,00;1374.17;1;Giant;Fathom 29 1;;Bike;MTB FS;Men's;2021;2111016;;;1030,63;824,50;824,50
"2111103117";L;Concrete;"4712878645387";;Talon 2 L Concrete;http://www.giant-bicycles.com/go/?c=UK&axid=2111103;599;20,00;499.17;1;Giant;Talon 2;;Bike;MTB FS;Men's;2021;2111103;;;374,38;299,50;299,50
"2111103245";M;Red Clay;"4712878674172";;Talon 2 M Red Clay;http://www.giant-bicycles.com/go/?c=UK&axid=2111103;599;20,00;499.17;1;Giant;Talon 2;;Bike;MTB FS;Men's;2021;2111103;;;374,38;299,50;299,50
"2111104114";S;Blue Ashes;"4712878646223";;Talon 29 0 S Blue Ashes;http://www.giant-bicycles.com/go/?c=UK&axid=2111104;949;20,00;435;1;Giant;Talon 29 0;;Bike;MTB FS;Men's;2021;2111104;;;435,00;435,00;435,00
"2111104118";XL;Blue Ashes;"4712878646261";;Talon 29 0 XL Blue Ashes;http://www.giant-bicycles.com/go/?c=UK&axid=2111104;949;20,00;790.83;1;Giant;Talon 29 0;;Bike;MTB FS;Men's;2021;2111104;;;593,12;474,50;474,50
"2111111115";M;Metallic Black;"4712878644717";;Talon 3 M Metallic Black;http://www.giant-bicycles.com/go/?c=UK&axid=2111111;499;20,00;415.83;1;Giant;Talon 3;;Bike;MTB FS;Men's;2021;2111111;;;282,76;282,76;282,76
"2111125215";M;Teal;"4712878649156";;Tempt 3 M Teal;http://www.giant-bicycles.com/go/?c=UK&axid=2111125;499;20,00;415.83;1;Liv;Tempt 3;;Bike;MTB FS;Women's;2021;2111125;;;282,76;282,76;282,76
"2112003116";ML;Gunmetal Black;"4712878609495";;Revolt 0 ML Gunmetal Black;http://www.giant-bicycles.com/go/?c=UK&axid=2112003;1799;20,00;1499.17;1;Giant;Revolt 0;;Bike;Road Drop Bar;Men's;2021;2112003;;;1124,38;899,50;899,50
"2112103114";S;Metallic Navy;"4712878613454";;Roam 1 Disc S Metallic Navy;http://www.giant-bicycles.com/go/?c=UK&axid=2112103;949;20,00;349.42;1;Giant;Roam 1 Disc;;Bike;Comfort Cross/Sport;Men's;2021;2112103;;;349,42;349,42;349,42
"2112103117";L;Metallic Navy;"4712878613478";;Roam 1 Disc L Metallic Navy;http://www.giant-bicycles.com/go/?c=UK&axid=2112103;949;20,00;442.87;1;Giant;Roam 1 Disc;;Bike;Comfort Cross/Sport;Men's;2021;2112103;;;442,87;442,87;442,87
"2112106117";L;Concrete;"4712878612778";;Roam 3 Disc L Concrete;http://www.giant-bicycles.com/go/?c=UK&axid=2112106;599;20,00;499.17;1;Giant;Roam 3 Disc;;Bike;Comfort Cross/Sport;Men's;2021;2112106;;;374,38;299,50;299,50
"2112110113";XS;Dark Eclipse;"4712878625990";;Rove 1 DD XS Dark Eclipse;http://www.giant-bicycles.com/go/?c=UK&axid=2112110;929;20,00;349.42;1;Liv;Rove 1 DD;;Bike;Comfort Cross/Sport;Women's;2021;2112110;;;349,42;349,42;349,42
"2112110117";L;Dark Eclipse;"4712878626027";;Rove 1 DD L Dark Eclipse;http://www.giant-bicycles.com/go/?c=UK&axid=2112110;929;20,00;349.42;1;Liv;Rove 1 DD;;Bike;Comfort Cross/Sport;Women's;2021;2112110;;;349,42;349,42;349,42
"2112114114";S;Ocean Cube;"4712878625105";;Rove 3 DD S Ocean Cube;http://www.giant-bicycles.com/go/?c=UK&axid=2112114;599;20,00;499.17;1;Liv;Rove 3 DD;;Bike;Comfort Cross/Sport;Women's;2021;2112114;;;374,38;299,50;299,50
"2112114115";M;Ocean Cube;"4712878625112";;Rove 3 DD M Ocean Cube;http://www.giant-bicycles.com/go/?c=UK&axid=2112114;599;20,00;499.17;1;Liv;Rove 3 DD;;Bike;Comfort Cross/Sport;Women's;2021;2112114;;;374,38;299,50;299,50
"2112115113";XS;Midnight;"4712878624542";;Rove 4 XS Midnight;http://www.giant-bicycles.com/go/?c=UK&axid=2112115;529;20,00;440.83;1;Liv;Rove 4;;Bike;Comfort Cross/Sport;Women's;2021;2112115;;;299,76;299,76;299,76
"2112115114";S;Midnight;"4712878624559";;Rove 4 S Midnight;http://www.giant-bicycles.com/go/?c=UK&axid=2112115;529;20,00;440.83;1;Liv;Rove 4;;Bike;Comfort Cross/Sport;Women's;2021;2112115;;;299,76;299,76;299,76
"2210002104";S;Starry Night;"4712878770836";;TCR Advanced SL 1 Disc S Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210002;8299;20,00;3878.58;1;Giant;TCR Advanced SL 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210002;;22TCRAdvSL1;3878,58;3878,58;3878,58
"2210002105";M;Starry Night;"4712878770843";;TCR Advanced SL 1 Disc M Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210002;8299;20,00;3878.58;1;Giant;TCR Advanced SL 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210002;;22TCRAdvSL1;3878,58;3878,58;3878,58
"2210002106";ML;Starry Night;"4712878770850";;TCR Advanced SL 1 Disc ML Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210002;8299;20,00;3878.58;1;Giant;TCR Advanced SL 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210002;;22TCRAdvSL1;3878,58;3878,58;3878,58
"2210002107";L;Starry Night;"4712878770867";;TCR Advanced SL 1 Disc L Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210002;8299;20,00;3878.58;1;Giant;TCR Advanced SL 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210002;;22TCRAdvSL1;3878,58;3878,58;3878,58
"2210008104";S;Black Diamond;"4712878769205";;TCR Advanced Pro 1 Disc S Black Diamond;http://www.giant-bicycles.com/go/?c=UK&axid=2210008;4599;20,00;2012.06;1;Giant;TCR Advanced Pro 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210008;;22TCRAdvPro1;2012,06;2012,06;2012,06
"2210008105";M;Black Diamond;"4712878769212";;TCR Advanced Pro 1 Disc M Black Diamond;http://www.giant-bicycles.com/go/?c=UK&axid=2210008;4599;20,00;2012.06;1;Giant;TCR Advanced Pro 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210008;;22TCRAdvPro1;2012,06;2012,06;2012,06
"2210008106";ML;Black Diamond;"4712878769229";;TCR Advanced Pro 1 Disc ML Black Diamond;http://www.giant-bicycles.com/go/?c=UK&axid=2210008;4599;20,00;2012.06;1;Giant;TCR Advanced Pro 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210008;;22TCRAdvPro1;2012,06;2012,06;2012,06
"2210008107";L;Black Diamond;"4712878769236";;TCR Advanced Pro 1 Disc L Black Diamond;http://www.giant-bicycles.com/go/?c=UK&axid=2210008;4599;20,00;2012.06;1;Giant;TCR Advanced Pro 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210008;;22TCRAdvPro1;2012,06;2012,06;2012,06
"2210008108";XL;Black Diamond;"4712878769243";;TCR Advanced Pro 1 Disc XL Black Diamond;http://www.giant-bicycles.com/go/?c=UK&axid=2210008;4599;20,00;2012.06;1;Giant;TCR Advanced Pro 1 Disc;;Bike;Road Drop Bar;Men's;2022;2210008;;22TCRAdvPro1;2012,06;2012,06;2012,06
"2210010104";S;Starry Night;"4712878769007";;TCR Advanced Pro 2 Disc S Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210010;3299;20,00;1539.53;1;Giant;TCR Advanced Pro 2 Disc;;Bike;Road Drop Bar;Men's;2022;2210010;;22TCRAdvPro2;1539,53;1539,53;1539,53
"2210010105";M;Starry Night;"4712878769014";;TCR Advanced Pro 2 Disc M Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210010;3299;20,00;1539.53;1;Giant;TCR Advanced Pro 2 Disc;;Bike;Road Drop Bar;Men's;2022;2210010;;22TCRAdvPro2;1539,53;1539,53;1539,53
"2210010106";ML;Starry Night;"4712878769021";;TCR Advanced Pro 2 Disc ML Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210010;3299;20,00;1539.53;1;Giant;TCR Advanced Pro 2 Disc;;Bike;Road Drop Bar;Men's;2022;2210010;;22TCRAdvPro2;1539,53;1539,53;1539,53
"2210010107";L;Starry Night;"4712878769038";;TCR Advanced Pro 2 Disc L Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210010;3299;20,00;1539.53;1;Giant;TCR Advanced Pro 2 Disc;;Bike;Road Drop Bar;Men's;2022;2210010;;22TCRAdvPro2;1539,53;1539,53;1539,53
"2210010108";XL;Starry Night;"4712878769045";;TCR Advanced Pro 2 Disc XL Starry Night;http://www.giant-bicycles.com/go/?c=UK&axid=2210010;3299;20,00;1539.53;1;Giant;TCR Advanced Pro 2 Disc;;Bike;Road Drop Bar;Men's;2022;2210010;;22TCRAdvPro2;1539,53;1539,53;1539,53
"2210013104";S;Black Chrome;"4712878743823";;TCR Advanced 1 Disc-PC S Black Chrome;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1BC;1312,06;1312,06;1312,06
"2210013105";M;Black Chrome;"4712878743830";;TCR Advanced 1 Disc-PC M Black Chrome;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1BC;1312,06;1312,06;1312,06
"2210013106";ML;Black Chrome;"4712878743847";;TCR Advanced 1 Disc-PC ML Black Chrome;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1BC;1312,06;1312,06;1312,06
"2210013107";L;Black Chrome;"4712878743854";;TCR Advanced 1 Disc-PC L Black Chrome;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1BC;1312,06;1312,06;1312,06
"2210013108";XL;Black Chrome;"4712878743861";;TCR Advanced 1 Disc-PC XL Black Chrome;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1BC;1312,06;1312,06;1312,06
"2210013204";S;Amber Glow;"4712878756434";;TCR Advanced 1 Disc-PC S Amber Glow;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1AG;1312,06;1312,06;1312,06
"2210013205";M;Amber Glow;"4712878756441";;TCR Advanced 1 Disc-PC M Amber Glow;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1AG;1312,06;1312,06;1312,06
"2210013206";ML;Amber Glow;"4712878756458";;TCR Advanced 1 Disc-PC ML Amber Glow;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1AG;1312,06;1312,06;1312,06
"2210013207";L;Amber Glow;"4712878756465";;TCR Advanced 1 Disc-PC L Amber Glow;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1AG;1312,06;1312,06;1312,06
"2210013208";XL;Amber Glow;"4712878756472";;TCR Advanced 1 Disc-PC XL Amber Glow;http://www.giant-bicycles.com/go/?c=UK&axid=2210013;2999;20,00;1312.06;1;Giant;TCR Advanced 1 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210013;;22TCRAdvDisc1AG;1312,06;1312,06;1312,06
"2210017103";XS;Carbon;"4712878713468";;TCR Advanced 2 Disc-PC XS Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=2210017;2699;20,00;1180.81;1;Giant;TCR Advanced 2 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210017;;22TCRAdvDisc2C;1180,81;1180,81;1180,81
"2210017104";S;Carbon;"4712878713475";;TCR Advanced 2 Disc-PC S Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=2210017;2699;20,00;1180.81;1;Giant;TCR Advanced 2 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210017;;22TCRAdvDisc2C;1180,81;1180,81;1180,81
"2210017105";M;Carbon;"4712878713482";;TCR Advanced 2 Disc-PC M Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=2210017;2699;20,00;1166.08;1;Giant;TCR Advanced 2 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210017;;22TCRAdvDisc2C;1166,08;1166,08;1166,08
"2210017106";ML;Carbon;"4712878713499";;TCR Advanced 2 Disc-PC ML Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=2210017;2699;20,00;1180.81;1;Giant;TCR Advanced 2 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210017;;22TCRAdvDisc2C;1180,81;1180,81;1180,81
"2210017107";L;Carbon;"4712878713505";;TCR Advanced 2 Disc-PC L Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=2210017;2699;20,00;1180.81;1;Giant;TCR Advanced 2 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210017;;22TCRAdvDisc2C;1180,81;1180,81;1180,81
"2210017108";XL;Carbon;"4712878713512";;TCR Advanced 2 Disc-PC XL Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=2210017;2699;20,00;1180.81;1;Giant;TCR Advanced 2 Disc-PC;;Bike;Road Drop Bar;Men's;2022;2210017;;22TCRAdvDisc2C;1180,81;1180,81;1180,81
"2210020104";S;Cold Iron;"4712878743472";;TCR Advanced 2-PC S Cold Iron;http://www.giant-bicycles.com/go/?c=UK&axid=2210020;2249;20,00;983.94;1;Giant;TCR Advanced 2-PC;;Bike;Road Drop Bar;Men's;2022;2210020;;22TCRAdv2;983,94;983,94;983,94
"2210020105";M;Cold Iron;"4712878743489";;TCR Advanced 2-PC M Cold Iron;http://www.giant-bicycles.com/go/?c=UK&axid=2210020;2249;20,00;983.94;1;Giant;TCR Advanced 2-PC;;Bike;Road Drop Bar;Men's;2022;2210020;;22TCRAdv2;983,94;983,94;983,94
"2210020106";ML;Cold Iron;"4712878743496";;TCR Advanced 2-PC ML Cold Iron;http://www.giant-bicycles.com/go/?c=UK&axid=2210020;2249;20,00;983.94;1;Giant;TCR Advanced 2-PC;;Bike;Road Drop Bar;Men's;2022;2210020;;22TCRAdv2;983,94;983,94;983,94
"2210020107";L;Cold Iron;"4712878743502";;TCR Advanced 2-PC L Cold Iron;http://www.giant-bicycles.com/go/?c=UK&axid=2210020;2249;20,00;983.94;1;Giant;TCR Advanced 2-PC;;Bike;Road Drop Bar;Men's;2022;2210020;;22TCRAdv2;983,94;983,94;983,94
"2210020108";XL;Cold Iron;"4712878743519";;TCR Advanced 2-PC XL Cold Iron;http://www.giant-bicycles.com/go/?c=UK&axid=2210020;2249;20,00;983.94;1;Giant;TCR Advanced 2-PC;;Bike;Road Drop Bar;Men's;2022;2210020;;22TCRAdv2;983,94;983,94;983,94
"2210021104";S;Sapphire;"4712878743687";;TCR Advanced 3 Disc S Sapphire;http://www.giant-bicycles.com/go/?c=UK&axid=2210021;2349;20,00;1027.69;1;Giant;TCR Advanced 3 Disc;;Bike;Road Drop Bar;Men's;2022;2210021;;22TCRAdvDisc3;1027,69;1027,69;1027,69
"2210021105";M;Sapphire;"4712878743694";;TCR Advanced 3 Disc M Sapphire;http://www.giant-bicycles.com/go/?c=UK&axid=2210021;2349;20,00;1027.69;1;Giant;TCR Advanced 3 Disc;;Bike;Road Drop Bar;Men's;2022;2210021;;22TCRAdvDisc3;1027,69;1027,69;1027,69
"2210021106";ML;Sapphire;"4712878743700";;TCR Advanced 3 Disc ML Sapphire;http://www.giant-bicycles.com/go/?c=UK&axid=2210021;2349;20,00;1027.69;1;Giant;TCR Advanced 3 Disc;;Bike;Road Drop Bar;Men's;2022;2210021;;22TCRAdvDisc3;1027,69;1027,69;1027,69
"2210021107";L;Sapphire;"4712878743717";;TCR Advanced 3 Disc L Sapphire;http://www.giant-bicycles.com/go/?c=UK&axid=2210021;2349;20,00;1027.69;1;Giant;TCR Advanced 3 Disc;;Bike;Road Drop Bar;Men's;2022;2210021;;22TCRAdvDisc3;1027,69;1027,69;1027,69
"2210021108";XL;Sapphire;"4712878743724";;TCR Advanced 3 Disc XL Sapphire;http://www.giant-bicycles.com/go/?c=UK&axid=2210021;2349;20,00;1027.69;1;Giant;TCR Advanced 3 Disc;;Bike;Road Drop Bar;Men's;2022;2210021;;22TCRAdvDisc3;1027,69;1027,69;1027,69
"2210024113";XS;Milky Way;"4712878745087";;Avail 1 XS Milky Way;http://www.giant-bicycles.com/go/?c=UK&axid=2210024;999;20,00;436.92;1;Liv;Avail 1;;Bike;Road Drop Bar;Women's;2022;2210024;;22avail1;436,92;436,92;436,92
"2210024114";S;Milky Way;"4712878745094";;Avail 1 S Milky Way;http://www.giant-bicycles.com/go/?c=UK&axid=2210024;999;20,00;436.92;1;Liv;Avail 1;;Bike;Road Drop Bar;Women's;2022;2210024;;22avail1;436,92;436,92;436,92
"2210024115";M;Milky Way;"4712878745100";;Avail 1 M Milky Way;http://www.giant-bicycles.com/go/?c=UK&axid=2210024;999;20,00;436.92;1;Liv;Avail 1;;Bike;Road Drop Bar;Women's;2022;2210024;;22avail1;436,92;436,92;436,92
"2210025112";XXS;Lunar Rock;"4712878745001";;Avail 2 XXS Lunar Rock;http://www.giant-bicycles.com/go/?c=UK&axid=2210025;549;20,00;343.13;1;Liv;Avail 2;;Bike;Road Drop Bar;Women's;2022;2210025;;22avail2;343,13;343,13;343,13
"2210025113";XS;Lunar Rock;"4712878745018";;Avail 2 XS Lunar Rock;http://www.giant-bicycles.com/go/?c=UK&axid=2210025;549;20,00;343.13;1;Liv;Avail 2;;Bike;Road Drop Bar;Women's;2022;2210025;;22avail2;343,13;343,13;343,13
"2210025114";S;Lunar Rock;"4712878745025";;Avail 2 S Lunar Rock;http://www.giant-bicycles.com/go/?c=UK&axid=2210025;549;20,00;343.13;1;Liv;Avail 2;;Bike;Road Drop Bar;Women's;2022;2210025;;22avail2;343,13;343,13;343,13
"2210025115";M;Lunar Rock;"4712878745032";;Avail 2 M Lunar Rock;http://www.giant-bicycles.com/go/?c=UK&axid=2210025;549;20,00;343.13;1;Liv;Avail 2;;Bike;Road Drop Bar;Women's;2022;2210025;;22avail2;343,13;343,13;343,13
"2210025117";L;Lunar Rock;"4712878745049";;Avail 2 L Lunar Rock;http://www.giant-bicycles.com/go/?c=UK&axid=2210025;549;20,00;343.13;1;Liv;Avail 2;;Bike;Road Drop Bar;Women's;2022;2210025;;22avail2;343,13;343,13;343,13
"2210027113";XS;Terracotta;"4712878745858";;Avail AR 1 XS Terracotta;http://www.giant-bicycles.com/go/?c=UK&axid=2210027;1899;20,00;874.42;1;Liv;Avail AR 1;;Bike;Road Drop Bar;Women's;2022;2210027;;22availar1;874,42;874,42;874,42
"2210027114";S;Terracotta;"4712878745865";;Avail AR 1 S Terracotta;http://www.giant-bicycles.com/go/?c=UK&axid=2210027;1899;20,00;874.42;1;Liv;Avail AR 1;;Bike;Road Drop Bar;Women's;2022;2210027;;22availar1;874,42;874,42;874,42
"2210027115";M;Terracotta;"4712878745872";;Avail AR 1 M Terracotta;http://www.giant-bicycles.com/go/?c=UK&axid=2210027;1899;20,00;874.42;1;Liv;Avail AR 1;;Bike;Road Drop Bar;Women's;2022;2210027;;22availar1;874,42;874,42;874,42
"2210027117";L;Terracotta;"4712878745889";;Avail AR 1 L Terracotta;http://www.giant-bicycles.com/go/?c=UK&axid=2210027;1899;20,00;874.42;1;Liv;Avail AR 1;;Bike;Road Drop Bar;Women's;2022;2210027;;22availar1;874,42;874,42;874,42
"2210028113";XS;Bright Marigold;"4712878745742";;Avail AR 2 XS Bright Marigold;http://www.giant-bicycles.com/go/?c=UK&axid=2210028;1449;20,00;670.25;1;Liv;Avail AR 2;;Bike;Road Drop Bar;Women's;2022;2210028;;22availar2;670,25;670,25;670,25
"2210028114";S;Bright Marigold;"4712878745759";;Avail AR 2 S Bright Marigold;http://www.giant-bicycles.com/go/?c=UK&axid=2210028;1449;20,00;670.25;1;Liv;Avail AR 2;;Bike;Road Drop Bar;Women's;2022;2210028;;22availar2;670,25;670,25;670,25
"2210028115";M;Bright Marigold;"4712878745766";;Avail AR 2 M Bright Marigold;http://www.giant-bicycles.com/go/?c=UK&axid=2210028;1449;20,00;670.25;1;Liv;Avail AR 2;;Bike;Road Drop Bar;Women's;2022;2210028;;22availar2;670,25;670,25;670,25
"2210028117";L;Bright Marigold;"4712878745773";;Avail AR 2 L Bright Marigold;http://www.giant-bicycles.com/go/?c=UK&axid=2210028;1449;20,00;670.25;1;Liv;Avail AR 2;;Bike;Road Drop Bar;Women's;2022;2210028;;22availar2;670,25;670,25;670,25
"2210029113";XS;Ocean Wave;"4712878745636";;Avail AR 3 XS Ocean Wave;http://www.giant-bicycles.com/go/?c=UK&axid=2210029;1199;20,00;556.5;1;Liv;Avail AR 3;;Bike;Road Drop Bar;Women's;2022;2210029;;22availar3;556,50;556,50;556,50
"2210029114";S;Ocean Wave;"4712878745643";;Avail AR 3 S Ocean Wave;http://www.giant-bicycles.com/go/?c=UK&axid=2210029;1199;20,00;556.5;1;Liv;Avail AR 3;;Bike;Road Drop Bar;Women's;2022;2210029;;22availar3;556,50;556,50;556,50
"2210029115";M;Ocean Wave;"4712878745650";;Avail AR 3 M Ocean Wave;http://www.giant-bicycles.com/go/?c=UK&axid=2210029;1199;20,00;556.5;1;Liv;Avail AR 3;;Bike;Road Drop Bar;Women's;2022;2210029;;22availar3;556,50;556,50;556,50
"2210029117";L;Ocean Wave;"4712878745667";;Avail AR 3 L Ocean Wave;http://www.giant-bicycles.com/go/?c=UK&axid=2210029;1199;20,00;556.5;1;Liv;Avail AR 3;;Bike;Road Drop Bar;Women's;2022;2210029;;22availar3;556,50;556,50;556,50
"2210030113";XS;Snow Drift;"4712878745469";;Avail AR 4 XS Snow Drift;http://www.giant-bicycles.com/go/?c=UK&axid=2210030;1099;20,00;509.83;1;Liv;Avail AR 4;;Bike;Road Drop Bar;Women's;2022;2210030;;22availar4;509,83;509,83;509,83
"2210030114";S;Snow Drift;"4712878745476";;Avail AR 4 S Snow Drift;http://www.giant-bicycles.com/go/?c=UK&axid=2210030;1099;20,00;509.83;1;Liv;Avail AR 4;;Bike;Road Drop Bar;Women's;2022;2210030;;22availar4;509,83;509,83;509,83
"2210030115";M;Snow Drift;"4712878745483";;Avail AR 4 M Snow Drift;http://www.giant-bicycles.com/go/?c=UK&axid=2210030;1099;20,00;509.83;1;Liv;Avail AR 4;;Bike;Road Drop Bar;Women's;2022;2210030;;22availar4;509,83;509,83;509,83
"2210030117";L;Snow Drift;"4712878745490";;Avail AR 4 L Snow Drift;http://www.giant-bicycles.com/go/?c=UK&axid=2210030;1099;20,00;509.83;1;Liv;Avail AR 4;;Bike;Road Drop Bar;Women's;2022;2210030;;22availar4;509,83;509,83;509,83
"2210031114";S;Rosewood;"4712878746213";;Contend 1 S Rosewood;http://www.giant-bicycles.com/go/?c=UK&axid=2210031;749;20,00;436.92;1;Giant;Contend 1;;Bike;Road Drop Bar;Men's;2022;2210031;;22contend1;436,92;436,92;436,92
"2210031115";M;Rosewood;"4712878746220";;Contend 1 M Rosewood;http://www.giant-bicycles.com/go/?c=UK&axid=2210031;749;20,00;436.92;1;Giant;Contend 1;;Bike;Road Drop Bar;Men's;2022;2210031;;22contend1;436,92;436,92;436,92
"2210031116";ML;Rosewood;"4712878746237";;Contend 1 ML Rosewood;http://www.giant-bicycles.com/go/?c=UK&axid=2210031;749;20,00;436.92;1;Giant;Contend 1;;Bike;Road Drop Bar;Men's;2022;2210031;;22contend1;436,92;436,92;436,92
"2210031117";L;Rosewood;"4712878746244";;Contend 1 L Rosewood;http://www.giant-bicycles.com/go/?c=UK&axid=2210031;749;20,00;436.92;1;Giant;Contend 1;;Bike;Road Drop Bar;Men's;2022;2210031;;22contend1;436,92;436,92;436,92
"2210031118";XL;Rosewood;"4712878746251";;Contend 1 XL Rosewood;http://www.giant-bicycles.com/go/?c=UK&axid=2210031;749;20,00;436.92;1;Giant;Contend 1;;Bike;Road Drop Bar;Men's;2022;2210031;;22contend1;436,92;436,92;436,92
