Part number;Size;Colour;Barcode;File name;Short description;Long description;RRP;VAT;Trade;Box Qty;Brand;Search 1;Search 2;Cat A;Cat B;Cat C;Year;Item group;Retail group;Product group;Net price 440056;Net price 450141;Net price 411578
"9031005106";ML;Carbon/BlueDragonfly;"4711291004955";;Defy Advanced Pro 0 ML Carbon/BlueDragonfly;http://www.giant-bicycles.com/go/?c=UK&axid=9031005;5999;20,00;2799.53;1;Giant;Defy Advanced Pro 0;;Bike;Road Drop Bar;Men's;2024;9031005;;24defyadvpro0;2799,53;2799,53;2799,53
"9031005107";L;Carbon/BlueDragonfly;"4711291004962";;Defy Advanced Pro 0 L Carbon/BlueDragonfly;http://www.giant-bicycles.com/go/?c=UK&axid=9031005;5999;20,00;2799.53;1;Giant;Defy Advanced Pro 0;;Bike;Road Drop Bar;Men's;2024;9031005;;24defyadvpro0;2799,53;2799,53;2799,53
"9031005108";XL;Carbon/BlueDragonfly;"4711291004979";;Defy Advanced Pro 0 XL Carbon/BlueDragonfly;http://www.giant-bicycles.com/go/?c=UK&axid=9031005;5999;20,00;2799.53;1;Giant;Defy Advanced Pro 0;;Bike;Road Drop Bar;Men's;2024;9031005;;24defyadvpro0;2799,53;2799,53;2799,53
"9031006103";XS;Unicorn White;"4711291004993";;Defy Advanced Pro 1 XS Unicorn White;http://www.giant-bicycles.com/go/?c=UK&axid=9031006;4599;20,00;2146.2;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2024;9031006;;24defyadvpro1;2146,20;2146,20;2146,20
"9031006104";S;Unicorn White;"4711291005006";;Defy Advanced Pro 1 S Unicorn White;http://www.giant-bicycles.com/go/?c=UK&axid=9031006;4599;20,00;2146.2;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2024;9031006;;24defyadvpro1;2146,20;2146,20;2146,20
"9031006105";M;Unicorn White;"4711291005013";;Defy Advanced Pro 1 M Unicorn White;http://www.giant-bicycles.com/go/?c=UK&axid=9031006;4599;20,00;2146.2;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2024;9031006;;24defyadvpro1;2146,20;2146,20;2146,20
"9031006106";ML;Unicorn White;"4711291005020";;Defy Advanced Pro 1 ML Unicorn White;http://www.giant-bicycles.com/go/?c=UK&axid=9031006;4599;20,00;2146.2;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2024;9031006;;24defyadvpro1;2146,20;2146,20;2146,20
"9031006107";L;Unicorn White;"4711291005037";;Defy Advanced Pro 1 L Unicorn White;http://www.giant-bicycles.com/go/?c=UK&axid=9031006;4599;20,00;2146.2;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2024;9031006;;24defyadvpro1;2146,20;2146,20;2146,20
"9031006108";XL;Unicorn White;"4711291005044";;Defy Advanced Pro 1 XL Unicorn White;http://www.giant-bicycles.com/go/?c=UK&axid=9031006;4599;20,00;2146.2;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2024;9031006;;24defyadvpro1;2146,20;2146,20;2146,20
"9031007104";S;Carbon/Sangria;"4711291005075";;Defy Advanced Pro 2 S Carbon/Sangria;http://www.giant-bicycles.com/go/?c=UK&axid=9031007;3499;20,00;1632.87;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2024;9031007;;24defyadvpro2;1632,87;1632,87;1632,87
"9031007105";M;Carbon/Sangria;"4711291005082";;Defy Advanced Pro 2 M Carbon/Sangria;http://www.giant-bicycles.com/go/?c=UK&axid=9031007;3499;20,00;1632.87;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2024;9031007;;24defyadvpro2;1632,87;1632,87;1632,87
"9031007106";ML;Carbon/Sangria;"4711291005099";;Defy Advanced Pro 2 ML Carbon/Sangria;http://www.giant-bicycles.com/go/?c=UK&axid=9031007;3499;20,00;1632.87;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2024;9031007;;24defyadvpro2;1632,87;1632,87;1632,87
"9031007107";L;Carbon/Sangria;"4711291005105";;Defy Advanced Pro 2 L Carbon/Sangria;http://www.giant-bicycles.com/go/?c=UK&axid=9031007;3499;20,00;1632.87;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2024;9031007;;24defyadvpro2;1632,87;1632,87;1632,87
"9031007108";XL;Carbon/Sangria;"4711291005112";;Defy Advanced Pro 2 XL Carbon/Sangria;http://www.giant-bicycles.com/go/?c=UK&axid=9031007;3499;20,00;1632.87;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2024;9031007;;24defyadvpro2;1632,87;1632,87;1632,87
"9031008104";S;Blue Dragonfly;"4711291005143";;Defy Advanced SL 0 S Blue Dragonfly;http://www.giant-bicycles.com/go/?c=UK&axid=9031008;11499;20,00;5366.2;1;Giant;Defy Advanced SL 0;;Bike;Road Drop Bar;Men's;2024;9031008;;24defyadvsl0;5366,20;5366,20;5366,20
"9031008105";M;Blue Dragonfly;"4711291005150";;Defy Advanced SL 0 M Blue Dragonfly;http://www.giant-bicycles.com/go/?c=UK&axid=9031008;11499;20,00;5366.2;1;Giant;Defy Advanced SL 0;;Bike;Road Drop Bar;Men's;2024;9031008;;24defyadvsl0;5366,20;5366,20;5366,20
"9031008106";ML;Blue Dragonfly;"4711291005167";;Defy Advanced SL 0 ML Blue Dragonfly;http://www.giant-bicycles.com/go/?c=UK&axid=9031008;11499;20,00;5366.2;1;Giant;Defy Advanced SL 0;;Bike;Road Drop Bar;Men's;2024;9031008;;24defyadvsl0;5366,20;5366,20;5366,20
"9031008107";L;Blue Dragonfly;"4711291005174";;Defy Advanced SL 0 L Blue Dragonfly;http://www.giant-bicycles.com/go/?c=UK&axid=9031008;11499;20,00;5366.2;1;Giant;Defy Advanced SL 0;;Bike;Road Drop Bar;Men's;2024;9031008;;24defyadvsl0;5366,20;5366,20;5366,20
"9031009104";S;Golden Haze/Panther;"4711291005211";;Defy Advanced SL 1 S Golden Haze/Panther;http://www.giant-bicycles.com/go/?c=UK&axid=9031009;6799;20,00;3966.2;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2024;9031009;;24defyadvsl1;3966,20;3966,20;3966,20
"9031009105";M;Golden Haze/Panther;"4711291005228";;Defy Advanced SL 1 M Golden Haze/Panther;http://www.giant-bicycles.com/go/?c=UK&axid=9031009;6799;20,00;3966.2;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2024;9031009;;24defyadvsl1;3966,20;3966,20;3966,20
"9031009106";ML;Golden Haze/Panther;"4711291005235";;Defy Advanced SL 1 ML Golden Haze/Panther;http://www.giant-bicycles.com/go/?c=UK&axid=9031009;6799;20,00;3966.2;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2024;9031009;;24defyadvsl1;3966,20;3966,20;3966,20
"9031009107";L;Golden Haze/Panther;"4711291005242";;Defy Advanced SL 1 L Golden Haze/Panther;http://www.giant-bicycles.com/go/?c=UK&axid=9031009;6799;20,00;3966.2;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2024;9031009;;24defyadvsl1;3966,20;3966,20;3966,20
"9031009108";XL;Golden Haze/Panther;"4711291005259";;Defy Advanced SL 1 XL Golden Haze/Panther;http://www.giant-bicycles.com/go/?c=UK&axid=9031009;6799;20,00;3966.2;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2024;9031009;;24defyadvsl1;3966,20;3966,20;3966,20
"9031010104";S;Ocean Twilight;"4711291106376";;Defy Advanced 0 S Ocean Twilight;http://www.giant-bicycles.com/go/?c=UK&axid=9031010;3699;20,00;1849.5;1;Giant;Defy Advanced 0;;Bike;Road Drop Bar;Men's;2025;9031010;;;1849,50;1849,50;1849,50
"9031010105";M;Ocean Twilight;"4711291106383";;Defy Advanced 0 M Ocean Twilight;http://www.giant-bicycles.com/go/?c=UK&axid=9031010;3699;20,00;1849.5;1;Giant;Defy Advanced 0;;Bike;Road Drop Bar;Men's;2025;9031010;;;1849,50;1849,50;1849,50
"9031010106";ML;Ocean Twilight;"4711291106390";;Defy Advanced 0 ML Ocean Twilight;http://www.giant-bicycles.com/go/?c=UK&axid=9031010;3699;20,00;1849.5;1;Giant;Defy Advanced 0;;Bike;Road Drop Bar;Men's;2025;9031010;;;1849,50;1849,50;1849,50
"9031010107";L;Ocean Twilight;"4711291106406";;Defy Advanced 0 L Ocean Twilight;http://www.giant-bicycles.com/go/?c=UK&axid=9031010;3699;20,00;1849.5;1;Giant;Defy Advanced 0;;Bike;Road Drop Bar;Men's;2025;9031010;;;1849,50;1849,50;1849,50
"9031010108";XL;Ocean Twilight;"4711291106413";;Defy Advanced 0 XL Ocean Twilight;http://www.giant-bicycles.com/go/?c=UK&axid=9031010;3699;20,00;1849.5;1;Giant;Defy Advanced 0;;Bike;Road Drop Bar;Men's;2025;9031010;;;1849,50;1849,50;1849,50
"9031011104";S;Frost Silver;"4711291106581";;Defy Advanced 1 S Frost Silver;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011105";M;Frost Silver;"4711291106598";;Defy Advanced 1 M Frost Silver;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011106";ML;Frost Silver;"4711291106604";;Defy Advanced 1 ML Frost Silver;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011107";L;Frost Silver;"4711291106611";;Defy Advanced 1 L Frost Silver;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011108";XL;Frost Silver;"4711291106628";;Defy Advanced 1 XL Frost Silver;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011204";S;Solar Flare;"4711291106727";;Defy Advanced 1 S Solar Flare;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011205";M;Solar Flare;"4711291106734";;Defy Advanced 1 M Solar Flare;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011206";ML;Solar Flare;"4711291106741";;Defy Advanced 1 ML Solar Flare;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011207";L;Solar Flare;"4711291106758";;Defy Advanced 1 L Solar Flare;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031011208";XL;Solar Flare;"4711291106765";;Defy Advanced 1 XL Solar Flare;http://www.giant-bicycles.com/go/?c=UK&axid=9031011;3199;20,00;1599.5;1;Giant;Defy Advanced 1;;Bike;Road Drop Bar;Men's;2025;9031011;;;1599,50;1599,50;1599,50
"9031012103";XS;Carbon;"4711291107274";;Defy Advanced 2 XS Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9031012;2699;20,00;1349.5;1;Giant;Defy Advanced 2;;Bike;Road Drop Bar;Men's;2025;9031012;;;1349,50;1349,50;1349,50
"9031012104";S;Carbon;"4711291107281";;Defy Advanced 2 S Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9031012;2699;20,00;1349.5;1;Giant;Defy Advanced 2;;Bike;Road Drop Bar;Men's;2025;9031012;;;1349,50;1349,50;1349,50
"9031012105";M;Carbon;"4711291107298";;Defy Advanced 2 M Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9031012;2699;20,00;1349.5;1;Giant;Defy Advanced 2;;Bike;Road Drop Bar;Men's;2025;9031012;;;1349,50;1349,50;1349,50
"9031012106";ML;Carbon;"4711291107304";;Defy Advanced 2 ML Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9031012;2699;20,00;1349.5;1;Giant;Defy Advanced 2;;Bike;Road Drop Bar;Men's;2025;9031012;;;1349,50;1349,50;1349,50
"9031012107";L;Carbon;"4711291107311";;Defy Advanced 2 L Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9031012;2699;20,00;1349.5;1;Giant;Defy Advanced 2;;Bike;Road Drop Bar;Men's;2025;9031012;;;1349,50;1349,50;1349,50
"9031012108";XL;Carbon;"4711291107328";;Defy Advanced 2 XL Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9031012;2699;20,00;1349.5;1;Giant;Defy Advanced 2;;Bike;Road Drop Bar;Men's;2025;9031012;;;1349,50;1349,50;1349,50
"9031014104";S;Interstellar;"4711291105744";;Defy Advanced Pro 0 S Interstellar;http://www.giant-bicycles.com/go/?c=UK&axid=9031014;5999;20,00;4999.17;1;Giant;Defy Advanced Pro 0;;Bike;Road Drop Bar;Men's;2025;9031014;;;3749,38;2999,50;2999,50
"9031014105";M;Interstellar;"4711291105751";;Defy Advanced Pro 0 M Interstellar;http://www.giant-bicycles.com/go/?c=UK&axid=9031014;5999;20,00;4999.17;1;Giant;Defy Advanced Pro 0;;Bike;Road Drop Bar;Men's;2025;9031014;;;3749,38;2999,50;2999,50
"9031014106";ML;Interstellar;"4711291105768";;Defy Advanced Pro 0 ML Interstellar;http://www.giant-bicycles.com/go/?c=UK&axid=9031014;5999;20,00;4999.17;1;Giant;Defy Advanced Pro 0;;Bike;Road Drop Bar;Men's;2025;9031014;;;3749,38;2999,50;2999,50
"9031014107";L;Interstellar;"4711291105775";;Defy Advanced Pro 0 L Interstellar;http://www.giant-bicycles.com/go/?c=UK&axid=9031014;5999;20,00;4999.17;1;Giant;Defy Advanced Pro 0;;Bike;Road Drop Bar;Men's;2025;9031014;;;3749,38;2999,50;2999,50
"9031014108";XL;Interstellar;"4711291105782";;Defy Advanced Pro 0 XL Interstellar;http://www.giant-bicycles.com/go/?c=UK&axid=9031014;5999;20,00;4999.17;1;Giant;Defy Advanced Pro 0;;Bike;Road Drop Bar;Men's;2025;9031014;;;3749,38;2999,50;2999,50
"9031015104";S;Meteor Storm;"4711291105959";;Defy Advanced Pro 1 S Meteor Storm;http://www.giant-bicycles.com/go/?c=UK&axid=9031015;4999;20,00;4165.83;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2025;9031015;;;3124,37;2499,50;2499,50
"9031015105";M;Meteor Storm;"4711291105966";;Defy Advanced Pro 1 M Meteor Storm;http://www.giant-bicycles.com/go/?c=UK&axid=9031015;4999;20,00;4165.83;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2025;9031015;;;3124,37;2499,50;2499,50
"9031015106";ML;Meteor Storm;"4711291105973";;Defy Advanced Pro 1 ML Meteor Storm;http://www.giant-bicycles.com/go/?c=UK&axid=9031015;4999;20,00;4165.83;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2025;9031015;;;3124,37;2499,50;2499,50
"9031015107";L;Meteor Storm;"4711291105980";;Defy Advanced Pro 1 L Meteor Storm;http://www.giant-bicycles.com/go/?c=UK&axid=9031015;4999;20,00;4165.83;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2025;9031015;;;3124,37;2499,50;2499,50
"9031015108";XL;Meteor Storm;"4711291105997";;Defy Advanced Pro 1 XL Meteor Storm;http://www.giant-bicycles.com/go/?c=UK&axid=9031015;4999;20,00;4165.83;1;Giant;Defy Advanced Pro 1;;Bike;Road Drop Bar;Men's;2025;9031015;;;3124,37;2499,50;2499,50
"9031016104";S;Prismatic Haze;"4711291106161";;Defy Advanced Pro 2 S Prismatic Haze;http://www.giant-bicycles.com/go/?c=UK&axid=9031016;3499;20,00;2915.83;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2025;9031016;;;2186,87;1749,50;1749,50
"9031016105";M;Prismatic Haze;"4711291106178";;Defy Advanced Pro 2 M Prismatic Haze;http://www.giant-bicycles.com/go/?c=UK&axid=9031016;3499;20,00;2915.83;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2025;9031016;;;2186,87;1749,50;1749,50
"9031016106";ML;Prismatic Haze;"4711291106185";;Defy Advanced Pro 2 ML Prismatic Haze;http://www.giant-bicycles.com/go/?c=UK&axid=9031016;3499;20,00;2915.83;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2025;9031016;;;2186,87;1749,50;1749,50
"9031016107";L;Prismatic Haze;"4711291106192";;Defy Advanced Pro 2 L Prismatic Haze;http://www.giant-bicycles.com/go/?c=UK&axid=9031016;3499;20,00;2915.83;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2025;9031016;;;2186,87;1749,50;1749,50
"9031016108";XL;Prismatic Haze;"4711291106208";;Defy Advanced Pro 2 XL Prismatic Haze;http://www.giant-bicycles.com/go/?c=UK&axid=9031016;3499;20,00;2915.83;1;Giant;Defy Advanced Pro 2;;Bike;Road Drop Bar;Men's;2025;9031016;;;2186,87;1749,50;1749,50
"9031017104";S;Black Lava;"4711291105461";;Defy Advanced SL 0 S Black Lava;http://www.giant-bicycles.com/go/?c=UK&axid=9031017;11499;20,00;9582.5;1;Giant;Defy Advanced SL 0;;Bike;Road Drop Bar;Men's;2025;9031017;;;7186,88;5749,50;5749,50
"9031017105";M;Black Lava;"4711291105478";;Defy Advanced SL 0 M Black Lava;http://www.giant-bicycles.com/go/?c=UK&axid=9031017;11499;20,00;9582.5;1;Giant;Defy Advanced SL 0;;Bike;Road Drop Bar;Men's;2025;9031017;;;7186,88;5749,50;5749,50
"9031017106";ML;Black Lava;"4711291105485";;Defy Advanced SL 0 ML Black Lava;http://www.giant-bicycles.com/go/?c=UK&axid=9031017;11499;20,00;9582.5;1;Giant;Defy Advanced SL 0;;Bike;Road Drop Bar;Men's;2025;9031017;;;7186,88;5749,50;5749,50
"9031017107";L;Black Lava;"4711291105492";;Defy Advanced SL 0 L Black Lava;http://www.giant-bicycles.com/go/?c=UK&axid=9031017;11499;20,00;9582.5;1;Giant;Defy Advanced SL 0;;Bike;Road Drop Bar;Men's;2025;9031017;;;7186,88;5749,50;5749,50
"9031018104";S;Moonstone;"4711291105607";;Defy Advanced SL 1 S Moonstone;http://www.giant-bicycles.com/go/?c=UK&axid=9031018;8499;20,00;7082.5;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2025;9031018;;;5311,88;4249,50;4249,50
"9031018105";M;Moonstone;"4711291105614";;Defy Advanced SL 1 M Moonstone;http://www.giant-bicycles.com/go/?c=UK&axid=9031018;8499;20,00;7082.5;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2025;9031018;;;5311,88;4249,50;4249,50
"9031018106";ML;Moonstone;"4711291105621";;Defy Advanced SL 1 ML Moonstone;http://www.giant-bicycles.com/go/?c=UK&axid=9031018;8499;20,00;7082.5;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2025;9031018;;;5311,88;4249,50;4249,50
"9031018107";L;Moonstone;"4711291105638";;Defy Advanced SL 1 L Moonstone;http://www.giant-bicycles.com/go/?c=UK&axid=9031018;8499;20,00;7082.5;1;Giant;Defy Advanced SL 1;;Bike;Road Drop Bar;Men's;2025;9031018;;;5311,88;4249,50;4249,50
"9032002113";XS;Charcoal Plum;"4711291021334";;Devote 1 XS Charcoal Plum;http://www.giant-bicycles.com/go/?c=UK&axid=9032002;1499;20,00;1249.17;1;Liv;Devote 1;;Bike;Road Drop Bar;Women's;2024;9032002;;24devote1;936,88;749,50;749,50
"9032002114";S;Charcoal Plum;"4711291021341";;Devote 1 S Charcoal Plum;http://www.giant-bicycles.com/go/?c=UK&axid=9032002;1499;20,00;1249.17;1;Liv;Devote 1;;Bike;Road Drop Bar;Women's;2024;9032002;;24devote1;936,88;749,50;749,50
"9032002115";M;Charcoal Plum;"4711291021358";;Devote 1 M Charcoal Plum;http://www.giant-bicycles.com/go/?c=UK&axid=9032002;1499;20,00;1249.17;1;Liv;Devote 1;;Bike;Road Drop Bar;Women's;2024;9032002;;24devote1;936,88;749,50;749,50
"9032002117";L;Charcoal Plum;"4711291021365";;Devote 1 L Charcoal Plum;http://www.giant-bicycles.com/go/?c=UK&axid=9032002;1499;20,00;1249.17;1;Liv;Devote 1;;Bike;Road Drop Bar;Women's;2024;9032002;;24devote1;936,88;749,50;749,50
"9032003113";XS;Shale Green;"4711291021389";;Devote 2 XS Shale Green;http://www.giant-bicycles.com/go/?c=UK&axid=9032003;1299;20,00;1082.5;1;Liv;Devote 2;;Bike;Road Drop Bar;Women's;2024;9032003;;24devote2;811,88;649,50;649,50
"9032003114";S;Shale Green;"4711291021396";;Devote 2 S Shale Green;http://www.giant-bicycles.com/go/?c=UK&axid=9032003;1299;20,00;1082.5;1;Liv;Devote 2;;Bike;Road Drop Bar;Women's;2024;9032003;;24devote2;811,88;649,50;649,50
"9032003115";M;Shale Green;"4711291021402";;Devote 2 M Shale Green;http://www.giant-bicycles.com/go/?c=UK&axid=9032003;1299;20,00;1082.5;1;Liv;Devote 2;;Bike;Road Drop Bar;Women's;2024;9032003;;24devote2;811,88;649,50;649,50
"9032003117";L;Shale Green;"4711291021419";;Devote 2 L Shale Green;http://www.giant-bicycles.com/go/?c=UK&axid=9032003;1299;20,00;1082.5;1;Liv;Devote 2;;Bike;Road Drop Bar;Women's;2024;9032003;;24devote2;811,88;649,50;649,50
"9032005103";XS;Tiger Red;"4711291005457";;Devote Advanced 0 XS Tiger Red;http://www.giant-bicycles.com/go/?c=UK&axid=9032005;3799;20,00;3165.83;1;Liv;Devote Advanced 0;;Bike;Road Drop Bar;Women's;2024;9032005;;24devoteadv0;2374,37;1899,50;1899,50
"9032005104";S;Tiger Red;"4711291005464";;Devote Advanced 0 S Tiger Red;http://www.giant-bicycles.com/go/?c=UK&axid=9032005;3799;20,00;3165.83;1;Liv;Devote Advanced 0;;Bike;Road Drop Bar;Women's;2024;9032005;;24devoteadv0;2374,37;1899,50;1899,50
"9032005105";M;Tiger Red;"4711291005471";;Devote Advanced 0 M Tiger Red;http://www.giant-bicycles.com/go/?c=UK&axid=9032005;3799;20,00;3165.83;1;Liv;Devote Advanced 0;;Bike;Road Drop Bar;Women's;2024;9032005;;24devoteadv0;2374,37;1899,50;1899,50
"9032005107";L;Tiger Red;"4711291005488";;Devote Advanced 0 L Tiger Red;http://www.giant-bicycles.com/go/?c=UK&axid=9032005;3799;20,00;3165.83;1;Liv;Devote Advanced 0;;Bike;Road Drop Bar;Women's;2024;9032005;;24devoteadv0;2374,37;1899,50;1899,50
"9032006103";XS;Ice Age;"4711291005518";;Devote Advanced 1 XS Ice Age;http://www.giant-bicycles.com/go/?c=UK&axid=9032006;3099;20,00;2582.5;1;Liv;Devote Advanced 1;;Bike;Road Drop Bar;Women's;2024;9032006;;24devoteadv1;1936,88;1549,50;1549,50
"9032006104";S;Ice Age;"4711291005525";;Devote Advanced 1 S Ice Age;http://www.giant-bicycles.com/go/?c=UK&axid=9032006;3099;20,00;2582.5;1;Liv;Devote Advanced 1;;Bike;Road Drop Bar;Women's;2024;9032006;;24devoteadv1;1936,88;1549,50;1549,50
"9032006105";M;Ice Age;"4711291005532";;Devote Advanced 1 M Ice Age;http://www.giant-bicycles.com/go/?c=UK&axid=9032006;3099;20,00;2582.5;1;Liv;Devote Advanced 1;;Bike;Road Drop Bar;Women's;2024;9032006;;24devoteadv1;1936,88;1549,50;1549,50
"9032006107";L;Ice Age;"4711291005549";;Devote Advanced 1 L Ice Age;http://www.giant-bicycles.com/go/?c=UK&axid=9032006;3099;20,00;2582.5;1;Liv;Devote Advanced 1;;Bike;Road Drop Bar;Women's;2024;9032006;;24devoteadv1;1936,88;1549,50;1549,50
"9032007103";XS;Kelp Forest;"4711291005570";;Devote Advanced 2 XS Kelp Forest;http://www.giant-bicycles.com/go/?c=UK&axid=9032007;2699;20,00;2249.17;1;Liv;Devote Advanced 2;;Bike;Road Drop Bar;Women's;2024;9032007;;24devoteadv2;1686,88;1349,50;1349,50
"9032007104";S;Kelp Forest;"4711291005587";;Devote Advanced 2 S Kelp Forest;http://www.giant-bicycles.com/go/?c=UK&axid=9032007;2699;20,00;2249.17;1;Liv;Devote Advanced 2;;Bike;Road Drop Bar;Women's;2024;9032007;;24devoteadv2;1686,88;1349,50;1349,50
"9032007105";M;Kelp Forest;"4711291005594";;Devote Advanced 2 M Kelp Forest;http://www.giant-bicycles.com/go/?c=UK&axid=9032007;2699;20,00;2249.17;1;Liv;Devote Advanced 2;;Bike;Road Drop Bar;Women's;2024;9032007;;24devoteadv2;1686,88;1349,50;1349,50
"9032007107";L;Kelp Forest;"4711291005600";;Devote Advanced 2 L Kelp Forest;http://www.giant-bicycles.com/go/?c=UK&axid=9032007;2699;20,00;2249.17;1;Liv;Devote Advanced 2;;Bike;Road Drop Bar;Women's;2024;9032007;;24devoteadv2;1686,88;1349,50;1349,50
"9032009103";XS;Carbon;"4711291005631";;Devote Advanced Pro XS Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9032009;5599;20,00;4665.83;1;Liv;Devote Advanced Pro;;Bike;Road Drop Bar;Women's;2024;9032009;;24devoteadvpro;3499,37;2799,50;2799,50
"9032009104";S;Carbon;"4711291005648";;Devote Advanced Pro S Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9032009;5599;20,00;4665.83;1;Liv;Devote Advanced Pro;;Bike;Road Drop Bar;Women's;2024;9032009;;24devoteadvpro;3499,37;2799,50;2799,50
"9032009105";M;Carbon;"4711291005655";;Devote Advanced Pro M Carbon;http://www.giant-bicycles.com/go/?c=UK&axid=9032009;5599;20,00;4665.83;1;Liv;Devote Advanced Pro;;Bike;Road Drop Bar;Women's;2024;9032009;;24devoteadvpro;3499,37;2799,50;2799,50
"9032012105";M;Ice Age;"4711291130098";;Devote Advanced 1 M Ice Age;http://www.giant-bicycles.com/go/?c=UK&axid=9032012;3099;20,00;2582.5;1;Liv;Devote Advanced 1;;Bike;Road Drop Bar;Women's;2025;9032012;;;1936,88;1549,50;1549,50
"9032013103";XS;Kelp Forest;"4711291130371";;Devote Advanced 2 XS Kelp Forest;http://www.giant-bicycles.com/go/?c=UK&axid=9032013;2699;20,00;2249.17;1;Liv;Devote Advanced 2;;Bike;Road Drop Bar;Women's;2025;9032013;;;1686,88;1349,50;1349,50
"9032013104";S;Kelp Forest;"4711291130388";;Devote Advanced 2 S Kelp Forest;http://www.giant-bicycles.com/go/?c=UK&axid=9032013;2699;20,00;2249.17;1;Liv;Devote Advanced 2;;Bike;Road Drop Bar;Women's;2025;9032013;;;1686,88;1349,50;1349,50
"9032013105";M;Kelp Forest;"4711291130395";;Devote Advanced 2 M Kelp Forest;http://www.giant-bicycles.com/go/?c=UK&axid=9032013;2699;20,00;2249.17;1;Liv;Devote Advanced 2;;Bike;Road Drop Bar;Women's;2025;9032013;;;1686,88;1349,50;1349,50
